adults,airconditioning,chapati,child,dal,holidaystatus,rice,sabzi,timeslot,variety,weather
198,0,549,305,26,0,39,73,0.5,0,0
780,0.5,1849,1195,61,0,60,136,0.5,1,0.5
102,0.5,503,148,24,0,37,74,0,0,1
377,0.5,1441,577,55,0,57,107,1,1,0.5
70,0,432,105,20,0.5,34,95,1,2,0.5
640,0,2264,1017,66,0.5,65,162,1,1,0
790,0,3241,1206,89,0.5,71,176,0.5,2,0.5
813,0.5,4211,1229,93,0,92,214,1,1,0.5
818,0.5,3434,1240,95,0,98,243,0.5,2,0.5
415,0.5,1580,622,40,0,53,125,0.5,1,0
444,0.5,2147,670,62,0.5,63,154,1,1,1
806,0,2733,1209,86,0,84,178,1,0,1
231,0,932,348,30,0.5,23,60,0.5,0,1
258,0,831,416,34,0.5,27,74,0,1,0
757,0,3266,1114,82,0.5,89,181,1,2,0
326,0.5,1621,488,49,0,57,114,0.5,2,0.5
888,0.5,3965,1328,94,0,93,243,0,2,0.5
971,0.5,3137,1443,88,0,88,180,0,0,0.5
800,0.5,2871,1241,82,0.5,74,186,0,1,0
975,0,3148,1420,87,0,75,184,0,1,1
763,0,1970,1112,62,0.5,61,157,0.5,1,0
749,0.5,2610,1141,76,0.5,80,178,0,2,0.5
629,0,2532,910,67,0,67,158,0.5,2,0
460,0,2208,729,65,0,69,169,0.5,2,1
592,0.5,1876,880,69,0.5,67,135,1,1,0
375,0.5,917,575,27,0.5,20,94,0,0,0
935,0.5,2642,1479,75,0.5,83,186,0.5,0,1
881,0.5,3872,1361,94,0,94,206,1,2,1
251,0,623,428,32,0.5,34,94,0,1,0
999,0,3469,1514,90,0,99,240,1,2,0
783,0.5,2206,1160,69,0.5,66,130,0.5,1,0
287,0.5,1024,439,45,0.5,46,116,0.5,1,0.5
993,0,3243,1497,77,0.5,83,191,0.5,1,0
622,0,2129,924,68,0,65,160,1,1,0.5
564,0.5,1042,864,41,0.5,54,114,1,0,0
413,0,1026,633,49,0,47,102,0.5,1,0
234,0.5,1616,338,48,0.5,57,102,0.5,1,1
791,0.5,3124,1221,75,0.5,89,183,0.5,2,1
927,0,3239,1345,72,0.5,80,185,0,2,0
175,0,412,256,28,0.5,38,97,0,2,1
428,0.5,1737,627,51,0,58,121,0,1,1
815,0,2841,1205,83,0,77,181,0.5,0,1
367,0.5,1357,547,44,0.5,55,128,0,1,1
84,0,646,111,28,0.5,33,80,1,2,0
237,0.5,1119,316,56,0.5,54,117,1,2,0
479,0,1296,771,51,0,58,115,1,0,1
966,0,2846,1423,86,0,71,195,0.5,0,0.5
222,0,1583,325,44,0.5,43,126,0.5,2,0
268,0.5,1659,376,56,0,47,101,0,2,1
696,0,2598,1037,67,0.5,64,137,1,0,1
721,0.5,2022,1110,62,0,68,137,1,0,0
599,0.5,2166,952,67,0,68,152,1,1,0
678,0.5,2678,998,80,0.5,79,181,0,2,0.5
182,0,365,278,34,0.5,30,95,1,1,1
435,0.5,2311,647,64,0,66,151,0,2,0.5
718,0,1922,1158,67,0,65,135,0,2,0.5
778,0,3017,1222,74,0,71,197,0,0,1
230,0,772,312,36,0.5,29,69,0.5,0,0
757,0.5,1852,1148,68,0,65,164,1,1,0
697,0.5,2510,1012,61,0.5,61,168,1,0,0.5
519,0.5,1411,769,41,0.5,54,103,0.5,0,1
829,0,2626,1282,83,0.5,88,173,0,1,1
817,0.5,3174,1240,86,0,84,183,0.5,1,0.5
236,0.5,1219,369,53,0.5,56,127,0.5,1,1
111,0,800,155,31,0.5,24,80,0,2,0.5
437,0,1445,599,46,0.5,56,117,0,1,1
318,0,319,479,29,0.5,26,82,1,1,0
298,0,937,450,21,0,23,70,0,1,0.5
860,0,2648,1299,80,0,85,188,0.5,0,1
733,0.5,2379,1101,63,0,63,145,1,0,0.5
101,0.5,935,148,23,0.5,20,84,0.5,1,1
776,0.5,2454,1153,64,0.5,69,169,0,1,0.5
688,0.5,2841,1042,86,0.5,71,180,1,2,1
947,0.5,3967,1398,90,0.5,99,223,1,1,1
110,0,388,170,39,0.5,29,65,0,2,0.5
576,0,2373,807,69,0.5,65,147,1,1,1
993,0.5,3449,1511,98,0,90,247,0.5,1,1
80,0.5,951,127,31,0,29,84,1,0,1
843,0,3825,1266,96,0.5,99,228,0,2,0.5
388,0.5,1692,558,57,0.5,41,113,1,1,1
525,0,1602,819,52,0,59,110,0.5,1,0
743,0.5,2543,1129,64,0.5,63,143,0.5,0,1
319,0,1667,440,42,0,54,120,0,2,1
426,0,1575,642,47,0,51,118,0,2,0.5
742,0,2668,1085,74,0.5,74,192,0.5,2,1
203,0.5,313,280,39,0.5,30,72,1,0,0
973,0.5,3379,1418,74,0,78,174,0.5,0,1
731,0,2259,1018,64,0,62,152,0,0,1
210,0,595,300,22,0,25,63,0.5,2,0
578,0.5,1782,852,46,0.5,57,115,1,0,0
463,0,1721,736,48,0,47,113,0,0,0.5
513,0,1071,782,59,0,54,107,1,1,0.5
535,0,1103,842,43,0,52,108,0.5,0,0.5
540,0.5,1438,842,46,0,48,112,0,0,0.5
964,0,2613,1446,88,0,88,172,0.5,1,1
919,0.5,2808,1334,81,0.5,76,171,0,1,0.5
551,0,1034,808,59,0,40,115,0.5,1,0.5
359,0,1541,559,49,0,49,100,1,2,0.5
863,0.5,4224,1304,96,0.5,91,202,1,2,0
945,0,3359,1437,70,0,77,176,0.5,0,1
437,0,1475,692,52,0,45,120,0.5,1,0
594,0.5,1360,880,55,0.5,59,100,0.5,0,0
470,0.5,1993,716,63,0,61,139,0.5,2,1
421,0,1341,607,51,0,57,128,0,1,0
757,0.5,2088,1175,68,0.5,67,162,0.5,0,0
237,0,1614,346,50,0,40,122,0.5,2,1
585,0,1713,860,48,0,45,119,0,2,0
378,0.5,778,573,28,0.5,26,70,1,0,0
918,0.5,3838,1387,94,0.5,93,232,0,2,1
892,0.5,4068,1326,99,0,97,239,1,1,0.5
844,0,3030,1238,84,0,86,175,0.5,1,0.5
470,0,1593,703,48,0.5,51,114,1,0,0
907,0.5,2676,1327,89,0.5,87,179,0.5,0,1
585,0.5,2278,877,67,0.5,62,147,0,2,0
631,0,3139,926,75,0,88,197,0.5,2,1
675,0.5,2020,987,65,0,65,137,0,0,1
972,0,3068,1476,79,0,76,172,0,1,0.5
286,0.5,707,434,32,0,36,61,0,1,1
441,0.5,1067,667,54,0.5,44,123,1,0,0
654,0,2446,1002,60,0,60,148,1,1,0.5
165,0,770,228,25,0.5,30,83,0.5,2,0
570,0.5,1345,856,58,0,59,124,0,0,1
158,0,911,260,39,0,25,72,1,2,0.5
469,0,1194,742,51,0,45,126,1,1,0
83,0,571,103,27,0,31,93,0,2,0
557,0.5,2456,811,68,0.5,68,159,0.5,2,0.5
714,0.5,2044,1084,69,0.5,64,169,0,0,0
391,0.5,1715,604,43,0.5,43,103,0.5,0,0
182,0.5,527,240,37,0,24,96,1,0,1
157,0,677,235,32,0.5,23,85,0.5,1,0.5
865,0.5,2638,1300,85,0,79,197,0.5,1,0
237,0,476,354,38,0,35,92,0.5,1,0.5
695,0,1965,1043,69,0,64,145,0.5,1,0
778,0,2869,1130,84,0,85,171,1,2,0
617,0.5,2114,905,68,0.5,61,130,0.5,1,0
397,0.5,1574,616,59,0,42,111,0.5,2,0
481,0,1486,726,49,0.5,41,116,1,0,0
787,0,2658,1224,78,0.5,88,197,1,0,0
141,0,920,210,26,0,20,64,0,2,0
181,0,312,244,21,0,33,65,0,1,1
329,0,581,488,28,0,39,94,0,1,1
755,0.5,2185,1091,65,0,60,151,0,0,1
298,0.5,394,418,20,0.5,34,96,0,1,0.5
810,0,3889,1267,93,0,94,234,0,2,1
585,0,1641,887,57,0,54,104,0,1,0
516,0,1055,778,54,0,44,107,0,0,0
974,0.5,3212,1474,84,0,77,180,0.5,0,0
154,0.5,352,211,28,0,27,97,1,1,0
529,0.5,1662,804,59,0.5,49,115,0,0,0.5
562,0,1150,872,54,0.5,41,122,0.5,0,1
182,0,583,262,39,0,28,66,0,1,1
669,0,2526,1039,64,0,63,130,0.5,1,1
442,0,1983,663,61,0.5,62,159,0.5,2,0.5
402,0.5,1200,571,45,0.5,49,110,0,2,1
353,0,509,542,26,0,28,74,0.5,2,0
505,0,1680,770,56,0.5,44,106,0,0,1
517,0.5,1557,775,45,0.5,46,127,0,0,1
553,0.5,2083,783,64,0.5,64,135,1,2,0
98,0.5,721,149,32,0.5,39,74,0,2,0.5
389,0,467,588,39,0.5,32,85,0.5,1,0
490,0.5,1352,715,42,0,55,125,0.5,0,0
224,0.5,957,337,27,0,27,61,0,0,0.5
547,0,1135,795,54,0,51,104,0.5,0,0
878,0,3196,1264,80,0,73,175,1,0,1
497,0,2077,723,68,0,69,143,0.5,2,1
707,0,2003,1048,60,0,60,147,1,0,0
100,0.5,405,116,34,0.5,36,91,1,1,0
267,0.5,994,416,27,0,27,83,1,0,0.5
320,0,1784,450,56,0,48,116,0.5,2,1
332,0.5,1487,472,40,0.5,59,107,1,2,1
279,0.5,828,414,29,0.5,27,80,1,0,0
538,0,1229,806,50,0,45,115,0.5,1,1
394,0.5,397,580,25,0,35,73,1,0,0
102,0,330,162,37,0.5,24,85,1,2,1
546,0,1808,825,67,0,69,167,1,2,0
876,0.5,2750,1384,83,0.5,80,174,0.5,0,0.5
457,0,1209,714,58,0,58,118,0.5,1,1
858,0,4190,1259,99,0.5,99,246,1,2,0
649,0.5,2793,1070,73,0.5,83,199,1,1,1
664,0.5,2695,950,77,0.5,88,182,0.5,2,0
576,0,2162,926,60,0.5,69,164,0.5,0,0
475,0,1547,746,51,0,50,105,1,0,0.5
655,0.5,2468,946,63,0,69,168,0.5,1,0
461,0.5,2239,699,61,0.5,64,131,0.5,2,0
541,0.5,1970,801,61,0.5,63,157,0,2,0
842,0,2702,1298,70,0.5,73,177,0,1,1
211,0.5,1723,311,40,0.5,41,107,0,2,0
252,0.5,337,366,30,0.5,21,70,1,0,0.5
468,0.5,2446,768,65,0.5,67,130,1,1,0
444,0,1285,662,48,0.5,47,107,0,0,0.5
878,0.5,3370,1347,87,0,87,184,0.5,1,0.5
401,0.5,2272,614,65,0.5,69,141,1,2,0
139,0.5,527,185,22,0.5,24,97,0.5,2,1
270,0,590,416,37,0.5,28,80,0.5,1,0.5
147,0.5,362,238,33,0.5,20,89,0,1,0.5
212,0.5,924,333,25,0,31,66,1,1,0
190,0.5,689,296,34,0,38,84,0.5,1,1
847,0,2664,1179,78,0.5,83,186,0.5,1,1
219,0.5,1678,320,54,0.5,50,123,1,2,0.5
768,0.5,2794,1151,73,0,84,193,1,2,0
722,0.5,2428,1119,67,0.5,66,140,1,0,0.5
813,0.5,4447,1203,99,0.5,96,222,1,2,0
797,0.5,2626,1215,74,0.5,84,189,1,1,0
293,0.5,887,427,34,0,31,74,0,0,0
732,0,2639,1047,87,0,80,170,0.5,2,0.5
707,0,3151,1059,71,0.5,73,173,1,2,0
486,0.5,1200,730,58,0,59,100,0,1,0
812,0.5,3310,1279,86,0.5,73,189,0,1,0.5
82,0.5,904,132,38,0,20,70,1,2,0.5
802,0.5,2991,1169,71,0.5,89,172,1,1,0
581,0,1883,869,60,0,68,131,0.5,2,1
511,0,1142,741,59,0.5,40,128,1,1,0
121,0.5,456,201,39,0.5,34,77,0,2,1
152,0,648,219,35,0,32,81,0,0,0
183,0.5,539,251,33,0.5,29,61,1,0,0
792,0.5,2305,1182,66,0.5,66,167,0.5,1,0
496,0,1274,729,55,0,47,115,0,1,0.5
457,0,1353,714,53,0.5,44,117,0.5,0,0.5
682,0.5,2443,1042,61,0,62,149,0,2,0
250,0,800,387,27,0.5,27,76,0.5,0,0.5
825,0,3011,1200,71,0.5,83,173,0,0,1
511,0,1647,791,48,0,41,110,1,0,1
621,0,2190,927,69,0,62,138,0,1,1
630,0.5,3127,969,88,0,71,199,1,1,0.5
113,0.5,660,177,35,0,21,87,1,2,0
900,0.5,4276,1306,98,0,93,201,1,2,1
689,0.5,2061,992,62,0.5,68,168,0.5,1,0
494,0.5,1358,731,42,0,44,111,1,0,1
616,0,2693,903,83,0,74,199,1,2,0
60,0.5,479,91,35,0,33,83,0,2,0
335,0,1285,476,59,0.5,40,126,0.5,2,0.5
844,0.5,4361,1240,96,0,98,217,1,1,0.5
443,0.5,1950,677,67,0,64,139,1,2,0.5
429,0.5,1399,658,40,0.5,48,110,0.5,0,1
548,0.5,1874,799,67,0.5,64,165,1,2,1
555,0,1274,851,51,0.5,53,116,0.5,1,0
243,0,1115,318,55,0,52,119,0.5,2,1
175,0.5,369,259,20,0.5,27,70,0,0,0.5
152,0,505,221,35,0,23,60,0.5,1,1
114,0,395,172,29,0.5,34,70,1,2,1
353,0.5,1281,522,56,0.5,59,127,0.5,1,0.5
616,0.5,2751,950,80,0.5,89,176,1,2,0
146,0,882,223,37,0,22,86,0,2,0
190,0,553,263,30,0,22,95,0.5,0,0
197,0,355,309,20,0,34,70,1,1,0
947,0.5,3300,1465,75,0,81,196,0.5,1,0.5
167,0,616,270,30,0.5,31,84,1,1,0
590,0,1483,878,52,0,47,125,0,1,1
359,0.5,1069,532,55,0,50,105,1,2,0.5
879,0.5,3844,1324,96,0.5,94,204,0,2,0
729,0.5,2341,1083,61,0,68,169,1,0,1
867,0,2876,1316,81,0,82,172,0,0,0
298,0.5,942,458,39,0,33,94,0.5,0,0
873,0,3205,1306,72,0,86,188,1,0,0
189,0,799,289,31,0,33,63,0.5,1,0.5
102,0,509,148,32,0,33,62,0.5,0,0
247,0,549,376,24,0,38,69,0,2,0.5
267,0.5,1796,376,52,0.5,46,118,0.5,2,0
453,0.5,1598,716,59,0,49,126,1,0,1
757,0,2211,1119,69,0,66,151,1,1,0
696,0,2941,1052,70,0.5,70,193,1,1,1
873,0,3716,1304,92,0.5,95,201,0.5,2,1
248,0.5,691,390,26,0.5,39,86,0.5,1,0
927,0,3048,1372,70,0,87,192,0,1,1
678,0,2517,1053,60,0,65,142,0,0,0.5
830,0,2695,1289,89,0.5,85,197,0.5,0,0
453,0,1788,698,55,0.5,57,118,0.5,1,0.5
470,0.5,2327,658,66,0,66,132,1,1,1
522,0.5,1796,728,58,0,57,115,0,2,0
126,0,307,213,37,0.5,31,73,0,1,0.5
919,0.5,2702,1390,77,0,87,174,1,0,0.5
553,0,1071,888,42,0.5,40,109,0,0,0.5
963,0.5,3326,1447,76,0,89,187,0.5,0,0.5
89,0.5,880,125,35,0,22,75,1,2,0
235,0,1059,332,53,0.5,48,125,0,2,1
361,0,826,530,21,0,35,78,1,1,0.5
709,0.5,2289,1067,68,0,62,137,0,1,0
177,0.5,322,250,37,0,29,63,0.5,1,0.5
340,0.5,1589,480,50,0.5,46,107,1,2,1
329,0,961,487,38,0,29,83,0.5,1,0
161,0,464,257,26,0.5,39,69,0.5,0,1
982,0.5,4446,1466,99,0.5,95,224,0.5,2,0.5
609,0.5,3096,901,83,0.5,72,192,0.5,2,1
518,0,1739,750,44,0.5,52,124,0.5,0,1
487,0,2008,755,63,0.5,68,162,0.5,2,1
332,0.5,1041,502,58,0.5,52,115,0.5,2,0
772,0.5,2522,1171,62,0,60,145,0,1,0
644,0.5,1918,955,61,0.5,67,167,0,1,0.5
578,0,1102,894,55,0.5,45,126,1,0,0.5
469,0.5,1810,706,65,0.5,65,140,1,1,1
436,0,1332,654,43,0.5,59,125,0,1,0
722,0.5,2927,1095,74,0.5,80,182,0.5,2,1
702,0,2763,1061,82,0.5,87,181,1,2,0
665,0.5,3397,994,87,0.5,83,188,0,2,0.5
829,0,4455,1264,98,0.5,92,229,0.5,1,1
159,0.5,557,266,32,0.5,35,66,0,1,0
758,0,3241,1111,80,0,88,188,1,2,1
658,0.5,2696,1023,77,0,84,193,1,1,0.5
285,0.5,1786,414,54,0.5,51,129,0,2,0
596,0,1044,929,44,0.5,48,121,0,0,0
66,0,999,89,33,0.5,34,97,0,1,1
582,0,1251,898,56,0.5,55,117,0,0,1
849,0,2970,1226,77,0,84,198,1,1,0
694,0,2200,1059,65,0,65,143,0.5,1,1
773,0,2175,1181,69,0,65,141,0.5,0,0
195,0.5,503,267,25,0.5,28,69,0,1,1
209,0,570,298,30,0.5,34,67,0.5,1,0
929,0,3079,1394,84,0.5,81,190,0,1,0
100,0.5,955,137,22,0,35,80,1,2,0.5
576,0,2530,898,64,0.5,69,163,0.5,2,0.5
618,0,1858,911,68,0,65,138,1,0,0.5
316,0.5,1676,472,55,0,59,121,0.5,1,1
663,0,3277,982,78,0,83,186,1,2,1
316,0.5,714,469,33,0,20,76,0.5,1,0.5
675,0.5,2393,1004,69,0,68,145,1,0,0.5
888,0.5,3707,1335,99,0,90,242,1,2,1
161,0,419,275,20,0.5,28,98,0,1,1
464,0.5,1587,725,58,0.5,40,127,0.5,0,1
331,0.5,1679,498,51,0.5,46,129,1,1,0.5
898,0,3414,1293,92,0.5,97,235,1,2,0
680,0.5,1926,1035,69,0,63,145,0.5,0,0
587,0,1131,866,49,0,47,127,0.5,0,0
307,0,1132,484,47,0.5,59,123,0,2,0.5
465,0,1757,721,56,0,50,101,0,1,0.5
174,0.5,621,259,21,0,20,83,0,2,0.5
763,0.5,3125,1149,70,0,78,197,0.5,1,1
562,0.5,1510,877,45,0.5,41,118,0,1,0.5
520,0.5,2239,751,65,0,66,151,1,2,1
509,0.5,1602,787,47,0,51,113,0,0,0
814,0.5,3395,1208,84,0,71,177,0,0,0
707,0,1922,1035,62,0,66,145,0.5,2,0
850,0.5,3264,1309,87,0.5,70,171,0.5,1,0
269,0,742,377,37,0,25,75,0.5,1,0.5
821,0,2722,1235,71,0,79,175,0.5,0,0.5
603,0.5,2212,880,62,0,60,150,0.5,0,0
213,0.5,479,310,24,0,20,99,0.5,1,0.5
581,0,1136,870,46,0,52,116,0,2,0.5
787,0,3092,1172,84,0,73,184,0,2,1
721,0,2431,1081,66,0,60,164,1,0,1
974,0,4221,1479,91,0.5,97,249,0,2,0.5
798,0,3145,1237,74,0.5,83,181,1,1,0.5
409,0,1776,605,52,0,45,121,0.5,1,0.5
815,0,4026,1245,91,0.5,94,223,0,2,1
545,0,2129,816,67,0,63,146,1,2,0
983,0.5,2691,1468,72,0.5,73,182,0.5,0,1
584,0,1937,912,61,0,67,157,1,2,0.5
420,0.5,2241,639,67,0.5,65,167,0.5,2,1
733,0,2341,1127,60,0,67,143,0.5,0,0.5
843,0.5,3254,1276,86,0,85,195,0.5,0,1
571,0,1203,781,44,0.5,51,119,0.5,0,1
234,0.5,1406,365,53,0,55,116,1,2,0
722,0.5,2617,1100,74,0,84,197,1,1,0.5
675,0.5,3153,1051,89,0.5,85,180,0,1,1
356,0,722,519,27,0.5,25,77,0,2,0
221,0,876,356,24,0.5,23,75,1,1,0
609,0,1917,950,61,0.5,65,143,0,2,0
813,0,4242,1251,99,0,99,218,0,2,1
862,0.5,3188,1292,84,0,84,177,0.5,1,0
171,0.5,531,252,20,0.5,32,79,0,2,0.5
530,0.5,1044,750,56,0,56,119,1,0,0
508,0,1165,710,53,0,54,127,1,0,0.5
825,0,3373,1271,73,0,75,181,0,1,1
632,0,3000,977,84,0,83,190,0,2,1
70,0.5,754,98,34,0,30,82,0,0,1
682,0.5,1893,986,66,0,69,135,1,0,1
536,0.5,1109,816,51,0.5,57,102,0,0,0.5
583,0.5,2577,867,66,0,69,131,1,1,0.5
630,0,2278,971,63,0.5,61,132,0,2,0
729,0.5,2633,1084,71,0.5,70,181,0.5,2,0.5
834,0,3330,1248,84,0.5,76,171,1,1,0
872,0,3316,1332,79,0.5,82,175,0,0,0.5
448,0.5,2067,677,67,0.5,67,163,0,2,1
467,0,1484,694,59,0,46,111,0.5,1,0.5
710,0.5,3303,1099,76,0,85,196,1,1,0.5
900,0,3795,1326,91,0,91,218,1,1,1
784,0,3361,1234,84,0.5,70,181,0.5,0,0
635,0.5,2090,955,64,0,63,168,0.5,0,0
409,0.5,1503,603,43,0,47,129,0.5,1,0
920,0.5,2798,1340,75,0,81,189,0,1,1
178,0.5,657,262,39,0,37,62,1,2,0
82,0.5,797,101,31,0.5,37,78,1,1,1
562,0.5,1636,876,53,0.5,40,110,0.5,1,0
884,0,2610,1343,77,0.5,84,178,0,0,0
957,0.5,4488,1373,93,0.5,97,222,1,2,1
940,0,3571,1487,98,0.5,98,215,1,1,1
891,0.5,3432,1337,99,0,97,202,0,2,0.5
617,0.5,3136,920,87,0.5,84,171,1,1,0
997,0,3243,1507,75,0,78,184,0.5,2,0
722,0,3329,1096,71,0.5,77,175,0,2,0.5
236,0.5,1507,377,40,0,45,116,1,2,1
120,0,923,167,39,0,26,77,0.5,0,0
682,0,2322,1081,62,0,68,141,0.5,1,0.5
644,0,2160,978,67,0.5,64,147,1,0,0.5
896,0.5,4031,1330,94,0.5,96,241,1,0,1
324,0,626,464,30,0.5,23,80,0,1,0
579,0.5,1151,873,44,0.5,42,114,0.5,0,0.5
995,0.5,3403,1457,97,0.5,90,228,0,2,0.5
474,0.5,2412,713,67,0.5,68,148,1,1,1
229,0,1042,356,44,0.5,42,105,1,1,1
947,0.5,4258,1447,91,0,94,203,0.5,2,0
719,0,2017,1058,69,0.5,63,160,1,0,0
679,0,3230,1047,86,0.5,82,172,0.5,1,1
293,0.5,1289,387,46,0.5,55,128,0,2,0
284,0,1231,455,55,0.5,44,120,1,2,1
381,0,377,555,34,0,21,80,1,0,1
308,0,868,450,24,0.5,20,61,1,0,0
764,0,3316,1162,73,0.5,82,194,0.5,2,1
546,0,1397,813,43,0.5,43,111,0.5,0,0
803,0,2774,1176,89,0,75,172,0,2,0.5
683,0.5,3169,1047,78,0,84,173,1,1,0.5
504,0,2284,757,60,0,62,136,1,2,1
485,0,1735,694,56,0,58,121,0,1,0
489,0,1626,725,55,0,55,129,1,1,0
374,0.5,1785,543,47,0.5,45,109,1,2,1
271,0,824,410,39,0,21,62,0.5,2,0
725,0.5,2195,1080,61,0,63,154,0,0,1
309,0,999,470,37,0,30,82,1,1,0.5
515,0,1128,802,47,0,56,112,0.5,0,0
192,0.5,472,302,38,0,39,93,0,0,1
995,0.5,4458,1485,91,0.5,98,205,0.5,2,1
151,0.5,314,231,39,0.5,31,75,0.5,1,0
949,0.5,3493,1417,98,0,91,233,1,2,0.5
667,0,2221,968,63,0,67,145,0.5,0,1
746,0,1978,1088,65,0,63,156,1,1,0
454,0.5,1387,710,56,0,43,101,0,0,1
637,0,3202,969,85,0.5,80,194,1,2,0.5
327,0,302,506,23,0.5,31,80,0,0,1
663,0.5,2890,1023,78,0,74,178,0.5,2,0
277,0.5,479,417,38,0.5,21,84,0.5,0,0
992,0.5,4337,1499,91,0.5,92,236,0.5,2,1
632,0,1838,956,67,0.5,60,145,0.5,1,0.5
645,0.5,2114,994,63,0,66,165,0,0,1
486,0.5,2498,713,63,0.5,65,150,0.5,2,0
303,0,663,438,27,0,32,69,0.5,1,1
151,0.5,960,243,35,0.5,37,67,1,1,0.5
425,0.5,1213,684,44,0.5,47,116,0.5,1,0
341,0.5,679,493,38,0.5,38,98,1,0,0.5
932,0.5,3498,1431,92,0.5,99,207,0,2,0
264,0,803,386,25,0,37,66,1,1,0
62,0,387,88,38,0.5,21,61,1,0,0.5
187,0,967,283,22,0,38,67,0,1,1
985,0.5,2639,1495,80,0,88,199,1,1,0
406,0.5,1530,581,53,0,48,119,1,1,1
893,0.5,3255,1299,87,0.5,89,191,0,1,0.5
731,0.5,3156,1112,76,0,70,189,0.5,2,0.5
559,0,1735,849,48,0,40,106,1,0,0
135,0,719,210,38,0.5,24,87,0.5,2,1
803,0.5,2886,1199,83,0,84,192,0.5,2,0.5
775,0.5,2810,1223,79,0,84,195,0,0,0.5
335,0.5,1253,516,58,0.5,58,116,1,2,1
555,0.5,1642,862,52,0.5,45,120,0,0,0.5
217,0.5,574,352,37,0.5,34,81,0,0,0
837,0,3217,1283,85,0,84,171,0,2,0.5
428,0,1106,629,48,0.5,45,129,0,1,0
941,0.5,2877,1403,87,0.5,78,192,0,0,0.5
167,0,338,245,36,0.5,33,66,0.5,0,0
649,0.5,2562,987,60,0.5,64,169,0.5,0,0
797,0,2244,1176,64,0,67,162,0.5,1,0.5
263,0.5,1507,410,50,0.5,47,118,1,0,1
344,0.5,302,515,29,0,37,73,0,2,0
256,0,988,361,36,0,21,81,0.5,0,0.5
906,0,4162,1380,93,0.5,90,221,1,2,1
595,0,1533,888,59,0,57,120,0,1,0
393,0,1045,562,43,0.5,42,118,0.5,2,1
128,0,336,191,22,0,28,64,0,2,0
161,0,604,256,29,0,23,75,0.5,0,0.5
111,0.5,777,156,39,0.5,30,63,0,1,0.5
608,0.5,2853,925,75,0.5,78,179,0.5,1,1
388,0.5,1079,569,48,0,48,128,1,2,1
874,0.5,3599,1297,92,0.5,95,200,1,1,0.5
902,0.5,2883,1361,82,0,81,197,0,1,0
492,0.5,1907,772,60,0.5,66,136,1,1,0.5
711,0.5,3063,1031,81,0.5,73,184,1,1,0.5
514,0,1480,805,45,0,56,105,0,0,1
179,0.5,405,257,30,0,33,77,0.5,2,0
721,0,1893,1086,64,0,62,133,0,1,0
572,0,2020,911,64,0.5,61,159,0,1,1
235,0,739,373,34,0.5,30,82,1,1,0
796,0.5,3097,1172,78,0,71,173,0.5,2,0
440,0.5,2084,609,67,0.5,69,168,0,1,1
851,0,3164,1274,81,0.5,82,185,1,0,0.5
398,0,1744,619,42,0,59,119,0,1,0
737,0.5,2037,1116,69,0,61,148,0.5,0,1
87,0,996,139,36,0,28,79,0,0,0
484,0.5,1837,723,68,0,63,153,1,2,0.5
712,0,3230,1051,86,0.5,83,190,0.5,2,0
975,0,4161,1434,99,0,92,235,0.5,2,1
893,0,4365,1327,92,0.5,93,231,1,1,1
551,0.5,1985,800,61,0.5,67,143,1,1,0.5
534,0.5,1806,825,67,0.5,67,142,1,2,1
449,0.5,1220,669,40,0,54,107,1,0,1
771,0.5,3300,1104,74,0,82,173,0,2,1
938,0,2846,1425,74,0,87,172,0,0,0.5
243,0,315,367,33,0,32,72,1,0,0
977,0,2887,1493,81,0.5,83,170,1,0,0.5
191,0,605,290,23,0.5,23,75,0,0,0
311,0,986,440,36,0,36,95,1,1,0.5
940,0.5,4093,1397,93,0,99,224,1,1,1
82,0,658,116,20,0.5,25,79,0.5,2,0
403,0.5,1364,602,42,0,46,124,1,0,0
518,0,2278,857,63,0.5,69,134,0.5,2,0.5
395,0,1671,608,56,0,55,115,0,2,0.5
939,0.5,3965,1432,97,0.5,94,237,0.5,1,0.5
143,0,707,224,21,0,36,82,0,2,0
920,0,2727,1402,78,0.5,78,176,0,0,0.5
190,0.5,870,262,25,0.5,29,61,0,1,1
581,0.5,1152,869,47,0,49,100,0.5,1,0.5
570,0,2285,838,64,0,61,162,1,2,0
265,0,459,380,34,0,28,71,0,0,0.5
948,0.5,2742,1372,76,0.5,84,178,0.5,1,0
254,0,881,387,35,0.5,36,79,1,0,1
784,0.5,2008,1169,60,0.5,66,142,1,0,0.5
923,0,4346,1438,99,0,90,233,1,2,0.5
888,0,3099,1310,78,0,83,184,1,1,0.5
136,0.5,805,227,33,0,23,87,1,2,1
154,0,732,206,35,0.5,31,91,0.5,2,0.5
928,0,3841,1416,94,0.5,91,231,1,2,1
818,0,3290,1205,77,0,80,183,0,0,1
506,0,1659,804,44,0.5,56,103,0,1,0.5
264,0.5,1144,403,56,0,52,121,1,1,1
517,0.5,1192,799,40,0,44,100,0,1,0.5
377,0,363,582,26,0.5,35,85,1,0,0.5
283,0,676,441,38,0,32,94,1,0,0.5
96,0,385,132,27,0.5,39,76,0.5,1,1
662,0,2184,982,60,0.5,60,131,0.5,0,0
618,0,1898,905,61,0.5,65,147,0,1,0
897,0.5,3003,1312,77,0.5,81,192,0,1,0.5
506,0,1662,797,45,0,52,120,1,0,1
517,0.5,1304,773,40,0,48,105,0,0,1
